"property","pathway","estimate","lower","upper","pvalue","fdr","signif"
"Bias_Stdev","hsa00030",-0.0027261414888293,-0.00521078143508608,0.00121348824967059,0.151204686209128,0.290639864016068,FALSE
"Bias_Stdev","hsa00040",-0.00281872025917229,-0.00487603314296706,8.88252581888166e-05,0.0635143004606331,0.191136607122149,FALSE
"Bias_Stdev","hsa00052",-0.0021197209480761,-0.00503440245021515,0.00275668188629922,0.470529047679486,0.634985802208238,FALSE
"Bias_Stdev","hsa00053",-0.00224791213804777,-0.00516208194146605,0.00262900239504832,0.415499075729845,0.577543715264485,FALSE
"Bias_Stdev","hsa00061",-0.00202380456272338,-0.00430743245861839,0.000341945527440879,0.115945712642508,0.280701010630322,FALSE
"Bias_Stdev","hsa00062",-0.00184891002615592,-0.00285260488219284,-0.000564538681477867,0.00337833527798897,0.0173921705052025,TRUE
"Bias_Stdev","hsa00120",-0.00237660066749738,-0.00528837058072742,0.00250271375578695,0.346489591337543,0.510371649900213,FALSE
"Bias_Stdev","hsa00130",-0.00115372079020968,-0.00639702662341801,0.00361809783270607,0.550839042449152,0.677580769030373,FALSE
"Bias_Stdev","hsa00140",-0.00155192748641368,-0.00429876610936607,0.00171612638329259,0.321784500910128,0.48617440898378,FALSE
"Bias_Stdev","hsa00230",-0.00279315995309729,-0.00446751666723883,-0.000960621756729686,0.00460387290642513,0.0220668391032101,TRUE
"Bias_Stdev","hsa00240",-0.00158560721630535,-0.00342870694094203,0.000387675988513324,0.126181929425495,0.290639864016068,FALSE
"Bias_Stdev","hsa00250",-0.00451106703008576,-0.00685705169339595,-1.67744444277122e-05,0.032432443265311,0.121840800375087,FALSE
"Bias_Stdev","hsa00260",-0.00237319331774195,-0.0043002492784688,-0.000135657462842604,0.0146404537499815,0.0678341023749142,TRUE
"Bias_Stdev","hsa00270",-0.00120904415354108,-0.00398168768834597,0.000596824472806679,0.132489608485117,0.290639864016068,FALSE
"Bias_Stdev","hsa00290",-0.00337350498180031,-0.00628661990099994,0.00150446443551443,0.215830934486658,0.365859754800554,FALSE
"Bias_Stdev","hsa00310",0.00107207123213019,-3.6662083867283e-05,0.00267629094961361,0.0486582818297457,0.161035742246063,FALSE
"Bias_Stdev","hsa00330",-0.00331199425532968,-0.00643886603840969,0.00026967768010323,0.0700335280654762,0.194354677717799,FALSE
"Bias_Stdev","hsa00340",-0.00331078401229311,-0.00643886335130261,0.000269695496053936,0.0700165112721238,0.194354677717799,FALSE
"Bias_Stdev","hsa00350",-0.00383395647611395,-0.00639298441578518,7.0455382942939e-05,0.0749035468797217,0.200222942620794,FALSE
"Bias_Stdev","hsa00360",-0.00240492780721643,-0.00531700690548871,0.00247407743102566,0.331616589255979,0.495641998995496,FALSE
"Bias_Stdev","hsa00410",-0.0037078923113103,-0.00611021592296877,-9.71000886640728e-05,0.0245863341598551,0.103560619643026,FALSE
"Bias_Stdev","hsa00480",-0.00328081306256925,-0.00623995794123376,0.00155112639528061,0.222657261791528,0.368444754631219,FALSE
"Bias_Stdev","hsa00500",-0.000577229483873209,-0.00294577168579777,0.00389812231655424,0.746653607607821,0.804533732228582,FALSE
"Bias_Stdev","hsa00561",-0.00171722192280631,-0.00369951433853392,0.00103326954128522,0.220278775826783,0.368444754631219,FALSE
"Bias_Stdev","hsa00562",-0.00124132178383789,-0.00281568457234796,0.000456417455131921,0.165801753319263,0.307285916151701,FALSE
"Bias_Stdev","hsa00564",-0.00205001732109275,-0.0035340495330831,-7.23536182157183e-06,0.0528655005154209,0.17070807098765,FALSE
"Bias_Stdev","hsa00565",-0.00228703916721975,-0.00430840227572447,-6.15469614744983e-05,0.0389563763254966,0.138844520749847,FALSE
"Bias_Stdev","hsa00590",-0.00192174075502083,-0.0043421031461288,0.000853471788548905,0.168175447721439,0.307584042543158,FALSE
"Bias_Stdev","hsa00591",-0.00231059592369853,-0.00489308749714196,0.00075724732437862,0.091748770209153,0.236168130723561,FALSE
"Bias_Stdev","hsa00592",-0.00235724559585469,-0.00441568389320908,4.43757176316618e-05,0.0540370872191122,0.17070807098765,FALSE
"Bias_Stdev","hsa00600",0.00107201737935657,-0.00185092821355596,0.00594015612295841,0.598901473857702,0.723889607532353,FALSE
"Bias_Stdev","hsa00620",-0.000809193728026119,-0.00372425966081308,0.00406682467570129,0.725732095390922,0.788099697338579,FALSE
"Bias_Stdev","hsa00630",-0.000732423700722037,-0.00222575623434057,0.000841327259727578,0.281654952275421,0.436776346582548,FALSE
"Bias_Stdev","hsa00640",-0.00134142405960042,-0.00435846871005541,0.0012006209960499,0.250150168445948,0.404312481557986,FALSE
"Bias_Stdev","hsa00730",-0.000362774261515768,-0.00212873946098463,0.00126318980643287,0.624638197445882,0.727320530349675,FALSE
"Bias_Stdev","hsa00760",-0.00364814552513429,-0.00611058032356022,-6.50118857736317e-05,0.0299144644684837,0.119385040863841,FALSE
"Bias_Stdev","hsa00770",-0.00171736626346571,-0.00462735295339544,0.00316373138311893,0.535882312179609,0.675153181061702,FALSE
"Bias_Stdev","hsa00790",-0.000382162062127538,-0.00188405700844956,0.0010551389207115,0.530106246248723,0.675153181061702,FALSE
"Bias_Stdev","hsa00830",-0.00235928494448287,-0.00526675500865176,0.00252432932786261,0.363074534980443,0.514973064921241,FALSE
"Bias_Stdev","hsa00860",-0.00187472234798997,-0.00478447105296872,0.00300661328354565,0.503359944927192,0.666352688998855,FALSE
"Bias_Stdev","hsa00900",-0.000779953795256264,-0.00294537476611689,0.00184041776274837,0.549628704846362,0.677580769030373,FALSE
"Bias_Stdev","hsa00920",-0.00170586683472171,-0.00423382785659592,0.000729728817788179,0.151623128242277,0.290639864016068,FALSE
"Bias_Stdev","hsa00980",-0.00125639350176096,-0.0026843341973356,0.000719059975974348,0.150471060466525,0.290639864016068,FALSE
"Bias_Stdev","hsa00983",-0.000156213480853156,-0.00125795647940322,0.000764206804331528,0.622345814079578,0.727320530349675,FALSE
"Bias_Stdev","hsa01040",0.000151286372731165,-0.00275697905224672,0.00503410528426765,0.937862596921047,0.965651118311301,FALSE
"Bias_Stdev","hsa01100",-0.0015099516516844,-0.00210065157916783,-0.000982625358141011,8.70531564991788e-08,1.72862696476941e-06,TRUE
"Bias_Stdev","hsa03008",-0.00163456181025909,-0.00372505277147079,0.000979233075630485,0.191015765802085,0.337311414760925,FALSE
"Bias_Stdev","hsa03010",-0.00187539385806848,-0.00256411498811254,-0.00115673363408386,2.40557730204032e-06,3.34375244983604e-05,TRUE
"Bias_Stdev","hsa03013",2.11503239032156e-05,-0.00116729549608352,0.00150151748540825,0.865953042028584,0.898264722701293,FALSE
"Bias_Stdev","hsa03015",0.00201834994147789,0.000578797945841558,0.00390586901784204,0.00319519042085021,0.0170819795576223,TRUE
"Bias_Stdev","hsa03018",0.000469546613493942,-0.00113479955019403,0.00313509384201902,0.521625810552876,0.671351737656016,FALSE
"Bias_Stdev","hsa03020",-0.000455739923513529,-0.00428185653690141,0.00348281884057688,0.708580377096732,0.783169644030525,FALSE
"Bias_Stdev","hsa03022",0.00227079890525961,0.000922729982781063,0.00405289245287018,0.000114880717568269,0.000998026233874336,TRUE
"Bias_Stdev","hsa03040",-0.00122240555518264,-0.00288662620124185,0.0012324927539623,0.276244003371269,0.436339959870527,FALSE
"Bias_Stdev","hsa03050",0.00234838463686839,-0.000629436700951657,0.00716164763556271,0.182360687100547,0.329196565025663,FALSE
"Bias_Stdev","hsa03320",-0.00231010764728362,-0.00522094578250141,0.00257013855401296,0.373784806265793,0.524808970413588,FALSE
"Bias_Stdev","hsa03440",0.00224449023353822,0.00111934721112737,0.0036516125233809,4.52006870682006e-06,5.23574625206657e-05,TRUE
"Bias_Stdev","hsa04010",0.0009821670346751,0.000382136400402376,0.00166936273535476,0.000538478319370542,0.00356421363773835,TRUE
"Bias_Stdev","hsa04020",-0.00164083471202652,-0.00346542150624546,0.000399843489582287,0.13165539887888,0.290639864016068,FALSE
"Bias_Stdev","hsa04060",-0.00013749235892755,-0.00114365927555654,0.000665777761925669,0.630043384426627,0.727320530349675,FALSE
"Bias_Stdev","hsa04062",0.00294695400895282,-4.17177974741487e-05,0.00774936653904022,0.084525659179426,0.221680502376231,FALSE
"Bias_Stdev","hsa04070",-0.00137679116221236,-0.00260976858001501,-1.72042558498277e-05,0.0447793347319466,0.151812866530258,FALSE
"Bias_Stdev","hsa04080",1.64711660490152e-05,-0.00290635546181606,0.00488472887469831,0.992247742807588,0.992247742807588,FALSE
